GID_0,GID_1,GID_2,commodity,area__ha,yield_mt_ha,production_mt,LD_2020_CO2e,LD_2021_CO2e,LD_2022_CO2e,LD_2023_CO2e,LD_2024_CO2e,LD_2020_CO2,LD_2021_CO2,LD_2022_CO2,LD_2023_CO2,LD_2024_CO2,LD_2020_CH4,LD_2021_CH4,LD_2022_CH4,LD_2023_CH4,LD_2024_CH4,LD_2020_N2O,LD_2021_N2O,LD_2022_N2O,LD_2023_N2O,LD_2024_N2O,EF_2020_CO2e,EF_2020_CO2,EF_2020_CH4,EF_2020_N2O,EF_2021_CO2e,EF_2021_CO2,EF_2021_CH4,EF_2021_N2O,EF_2022_CO2e,EF_2022_CO2,EF_2022_CH4,EF_2022_N2O,EF_2023_CO2e,EF_2023_CO2,EF_2023_CH4,EF_2023_N2O,EF_2024_CO2e,EF_2024_CO2,EF_2024_CH4,EF_2024_N2O
BEN,BEN.11_1,BEN.11.3_1,OILP,122.2018216,12.56441276,1535.394127,64.12756201,92.71831733,252.3533762,424.1080687,401.0079091,64.05740466,92.62927546,252.1954866,423.9184093,400.8295205,0,0,0,0,0,0.070157354,0.089041872,0.157889663,0.189659362,0.178388581,0.041766189,0.041720496,0,4.56933845892891e-05,0.060387308,0.060329315,0,5.79928436429838e-05,0.164357393,0.16425456,0,0.000102833,0.276220979,0.276097454,0,0.000123525,0.261175878,0.261059694,0,0.000116184
BEN,BEN.11_1,BEN.11.4_1,OILP,6464.270708,4.977509476,32175.9687,20182.26535,25878.93944,29839.63844,31275.67787,33485.30655,20175.40488,25871.17572,29832.15276,31268.75666,33479.0002,0.238286366,0.201626925,0.164967484,0.128308043,0.091648602,6.622182201,7.562098829,7.320709043,6.792901086,6.214701922,0.62724655,0.627033332,7.40572470728025e-06,0.000205811,0.804294027,0.804052737,6.26638244462175e-06,0.000235023,0.927388969,0.927156321,5.12704018196325e-06,0.000227521,0.972019775,0.971804671,3.98769791930474e-06,0.000211117,1.040693036,1.04049704,2.84835565664625e-06,0.000193147
BEN,BEN.11_1,BEN.11.5_1,OILP,41082.72986,19.69100047,808960.053,129366.9569,148441.6085,157532.4135,161532.6591,170696.9911,129343.456,148418.6175,157510.6304,161512.4991,170678.7398,5.43140534,4.955606215,4.47980709,4.004007965,3.538690569,18.0695047,18.03539764,17.30325057,16.15599337,14.71266948,0.159917608,0.159888558,6.71405877158487e-06,2.23367082585136e-05,0.183496834,0.183468413,6.12589731289315e-06,2.22945466522845e-05,0.194734478,0.194707551,5.53773585420143e-06,2.13894994068543e-05,0.199679401,0.19965448,4.94957439550971e-06,1.99713117032495e-05,0.211007936,0.210985375,4.37436997770498e-06,1.81871396821035e-05
BEN,BEN.12_1,BEN.12.2_1,OILP,12.21703626,26.60704666,325.0592539,0,0,0,0,5.846729812,0,0,0,0,5.846729812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017986659,0.017986659,0,0
BEN,BEN.12_1,BEN.12.3_1,OILP,3.741230821,26.9420415,100.796396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BEN,BEN.12_1,BEN.12.4_1,OILP,151.6974521,20.2797942,3076.393109,120.7974483,132.8006241,180.7132225,211.2676806,196.5562848,120.5833517,132.5974363,180.5091201,211.0843422,196.3934032,0,0,0,0,0,0.214096569,0.203187776,0.204102348,0.183338375,0.162881578,0.039265934,0.03919634,0,6.95933716926854e-05,0.043167638,0.043101591,0,6.60474030163666e-05,0.058741915,0.05867557,0,6.63446903279865e-05,0.068673825,0.068614229,0,5.95952364538478e-05,0.063891797,0.063838852,0,5.29456320362702e-05
BEN,BEN.12_1,BEN.12.5_1,OILP,24.03630009,14.01089222,336.7700099,0.745875354,0.667362159,0.588848964,0.510335768,0.431822573,0.742915563,0.664713924,0.586512286,0.508310648,0.43010901,0,0,0,0,0,0.002959791,0.002648234,0.002336677,0.00202512,0.001713563,0.002214791,0.002206003,0,8.78876180810418e-06,0.001981656,0.001973792,0,7.86362898619848e-06,0.00174852,0.001741581,0,6.93849616429276e-06,0.001515384,0.00150937,0,6.01336334238706e-06,0.001282248,0.001277159,0,5.08823052048137e-06
BEN,BEN.12_1,BEN.12.6_1,OILP,851.9053764,19.90923048,16960.78049,284.6209281,406.0841384,1290.752066,1603.361522,1695.794939,284.2165746,405.6166242,1290.105653,1602.750097,1695.232778,0,0,0,0,0,0.404353526,0.467514216,0.646413431,0.61142529,0.562160916,0.016781122,0.016757282,0,2.38405022961146e-05,0.023942538,0.023914974,0,2.75644281764522e-05,0.076102162,0.07606405,0,3.81122455870154e-05,0.094533475,0.094497426,0,3.60493604669562e-05,0.099983308,0.099950163,0,3.31447551492331e-05
BEN,BEN.12_1,BEN.12.7_1,OILP,386.2650001,23.56091845,9100.758169,259.5139815,252.3152652,239.6249631,222.4293896,219.4802362,258.8870576,251.7386908,239.1026765,221.9602325,219.0634566,0,0,0,0,0,0.626923903,0.576574425,0.522286653,0.469157039,0.416779578,0.028515644,0.028446757,0,6.88869972480183e-05,0.027724642,0.027661288,0,6.33545485463842e-05,0.02633022,0.02627283,0,5.73893563075965e-05,0.024440754,0.024389202,0,5.15514235629209e-05,0.024116698,0.024070902,0,4.57961381297888e-05
BEN,BEN.12_1,BEN.12.8_1,OILP,51.22394617,16.47338498,843.8317853,25.93077102,32.8850814,30.56233724,28.28117683,26.00001643,25.87512964,32.83202612,30.51489216,28.23905615,25.96322014,0,0,0,0,0,0.055641384,0.053055279,0.047445082,0.042120683,0.036796283,0.030729787,0.030663848,0,6.59389525085072e-05,0.038971134,0.03890826,0,6.28742363601179e-05,0.036218519,0.036162293,0,5.62257584309048e-05,0.033515183,0.033465267,0,4.99159705992156e-05,0.030811848,0.030768241,0,4.36061827675265e-05
BEN,BEN.12_1,BEN.12.9_1,OILP,1054.944346,27.75617873,29281.22382,640.5858712,750.1023903,1780.976036,1851.201879,1881.058382,640.4128499,749.9337209,1780.706896,1850.952904,1880.829247,0,0,0,0,0,0.173021366,0.168669369,0.269140323,0.248975221,0.229134958,0.021877018,0.021871109,0,5.90895268418002e-06,0.02561718,0.02561142,0,5.76032510406404e-06,0.060823142,0.06081395,0,9.19156675146708e-06,0.063221465,0.063212963,0,8.50289668247873e-06,0.064241112,0.064233287,0,7.82532040290526e-06
BEN,BEN.3_1,BEN.3.1_1,OILP,400.1862477,20.89549612,8362.090189,938.3777289,919.0961366,2667.823247,2782.415356,2974.218782,937.9070898,918.6544707,2667.392207,2781.973994,2973.807415,0,0,0,0,0,0.470639085,0.441665969,0.431039069,0.441361249,0.411367139,0.112218083,0.1121618,0,5.62824693515865e-05,0.109912249,0.109859431,0,5.28176519187202e-05,0.319037847,0.3189863,0,5.15468094061554e-05,0.33274161,0.332688829,0,5.27812112889759e-05,0.355678869,0.355629675,0,4.91942958705457e-05
BEN,BEN.3_1,BEN.3.2_1,OILP,1602.849932,28.16705632,45147.56431,6828.26341,6844.698046,7780.549822,8454.182827,8831.766915,6827.479602,6843.974423,7779.878906,8453.554303,8831.196449,0.078558612,0.066472671,0.054386731,0.042300791,0.030214851,0.705249632,0.657150959,0.616529752,0.586222569,0.540250347,0.151243229,0.151225868,1.74004097060814e-06,1.56209895948863e-05,0.151607249,0.151591222,1.47234235974535e-06,1.45556237423441e-05,0.172335982,0.172321121,1.20464374888256e-06,1.36558806849648e-05,0.187256676,0.187242755,9.36945138019766e-07,1.29845890401733e-05,0.195620008,0.195607373,6.69246527156976e-07,1.19663232206838e-05
BEN,BEN.3_1,BEN.3.3_1,OILP,45.64400318,26,1186.744083,245.4014208,271.7393873,257.3615744,249.7781466,230.2791117,245.4014208,271.7393873,257.3615744,249.7781466,230.2791117,0,0,0,0,0,0,0,0,0,0,0.20678546,0.20678546,0,0,0.228978928,0.228978928,0,0,0.216863583,0.216863583,0,0,0.210473471,0.210473471,0,0,0.194042772,0.194042772,0,0
BEN,BEN.3_1,BEN.3.4_1,OILP,1086.044373,27.635,30012.83626,2630.452124,3881.307493,5504.079701,7337.370014,7190.79877,2630.177056,3881.050339,5503.833611,7337.146876,7190.598584,0.160055003,0.146799467,0.133543931,0.120288395,0.107032859,0.115012663,0.110354128,0.112546034,0.102849293,0.093152552,0.087644237,0.087635072,5.33288496607149e-06,3.83211576858551e-06,0.129321583,0.129313015,4.89122274214104e-06,3.67689768609916e-06,0.183390855,0.183382655,4.44956051821064e-06,3.74992997291826e-06,0.244474396,0.244466961,4.00789829428023e-06,3.42684351196572e-06,0.239590777,0.239584107,3.56623607034982e-06,3.10375705101316e-06
BEN,BEN.3_1,BEN.3.5_1,OILP,186.8344089,22.47768432,4199.604863,153.3121416,152.1888327,258.0124668,243.0280001,264.4171578,153.1424352,152.0276402,257.8123083,242.8413736,264.2440634,0,0,0,0,0,0.169706369,0.161192496,0.200158537,0.186626469,0.173094402,0.036506325,0.036465915,0,4.04100801125785e-05,0.036238846,0.036200463,0,3.83827766606274e-05,0.06143732,0.061389658,0,4.76612784582573e-05,0.057869254,0.057824815,0,4.44390545110912e-05,0.06296239,0.062921173,0,4.12168305639251e-05
BEN,BEN.3_1,BEN.3.6_1,OILP,3628.355598,27.34286066,99209.62155,14736.89756,25918.10127,35954.24298,37713.2201,39339.48109,14736.54027,25917.78592,35953.94767,37712.94399,39339.23255,0.01223254,0.004077513,0,0,0,0.345056254,0.311271564,0.295309879,0.276109531,0.248533619,0.148543028,0.148539426,1.23299932147411e-07,3.4780523198672e-06,0.261245844,0.261242665,4.10999773824703e-08,3.13751387626001e-06,0.362406815,0.362403839,0,2.97662539650257e-06,0.38013672,0.380133937,0,2.7830922744322e-06,0.39652889,0.396526385,0,2.50513624367317e-06
BEN,BEN.3_1,BEN.3.7_1,OILP,767.4880781,27.39411765,21024.6587,3118.033728,3250.138095,3571.627793,4008.082964,4073.741772,3117.838671,3249.970116,3571.48689,4007.967618,4073.651246,0.096730491,0.079474932,0.062219373,0.044963814,0.029508307,0.098326855,0.088504757,0.078682658,0.070382492,0.061017655,0.148303655,0.148294377,4.6008114838574e-06,4.676739658658e-06,0.154586961,0.154578971,3.78008192083826e-06,4.20956923926578e-06,0.169878039,0.169871337,2.95935235781911e-06,3.74239881987357e-06,0.190637243,0.190631756,2.13862279479996e-06,3.34761639952715e-06,0.193760186,0.19375588,1.40350946322788e-06,2.90219481273485e-06
BEN,BEN.3_1,BEN.3.8_1,OILP,5667.09073,14.87893109,84320.25248,22049.95975,26039.16011,32422.22315,36482.07564,43465.63674,22047.36646,26036.72721,32419.8598,36479.84292,43463.58925,0.329053276,0.28464388,0.248000016,0.219121684,0.190243352,2.264237807,2.148247173,2.115351357,2.013599603,1.857244262,0.261502535,0.261471779,3.9024227991832e-06,2.68528347609373e-05,0.308812644,0.308783791,3.37574747714589e-06,2.5477238381605e-05,0.38451288,0.384484852,2.94116784878708e-06,2.50871089114866e-05,0.432660892,0.432634413,2.59868391410679e-06,2.38803791974924e-05,0.515482763,0.515458481,2.2561999794265e-06,2.20260756798511e-05
BEN,BEN.5_1,BEN.5.6_1,OILP,7.466459611,9.04135798,67.50693419,10.54763529,9.9699459,9.392256509,8.814567119,8.236877729,10.53682529,9.959778591,9.382731893,8.805685194,8.228638496,0,0,0,0,0,0.01081,0.010167308,0.009524617,0.008881925,0.008239233,0.156245213,0.156085081,0,0.000160132,0.14768773,0.147537119,0,0.000150611,0.139130248,0.138989157,0,0.000141091,0.130572766,0.130441195,0,0.000131571,0.122015284,0.121893234,0,0.00012205
BEN,BEN.7_1,BEN.7.1_1,OILP,41.77661423,21.90922354,915.2931798,16.20038845,26.68039068,24.74989355,22.95627398,21.16265441,16.17275965,26.64886948,24.72081691,22.92964191,21.13846691,0,0,0,0,0,0.027628804,0.031521205,0.029076636,0.026632068,0.0241875,0.017699671,0.017669486,0,3.01857419802757e-05,0.029149557,0.029115119,0,3.44383697497571e-05,0.0270404,0.027008632,0,3.17675659963417e-05,0.025080788,0.025051691,0,2.90967622429264e-05,0.023121176,0.02309475,0,2.6425958489511e-05
BEN,BEN.7_1,BEN.7.2_1,OILP,31.55211779,26.07122507,822.6023643,19.76920442,50.80563225,72.06263041,130.1755996,122.5449087,19.76920442,50.80563225,72.06263041,130.1755996,122.5449087,0,0,0,0,0,0,0,0,0,0,0.024032516,0.024032516,0,0,0.061762079,0.061762079,0,0,0.087603238,0.087603238,0,0,0.158248511,0.158248511,0,0,0.14897223,0.14897223,0,0
BEN,BEN.7_1,BEN.7.4_1,OILP,70.63282387,24.38583116,1722.440117,84.92293236,78.87151798,79.28786938,125.4590682,285.2918397,84.92047767,78.87151798,79.28786938,125.4557925,285.2887319,0,0,0,0,0,0.002454693,0,0,0.003275715,0.00310773,0.049303852,0.049302427,0,1.4251253062343e-06,0.045790572,0.045790572,0,0,0.046032294,0.046032294,0,0,0.072837985,0.072836084,0,1.90178750346604e-06,0.165632371,0.165630566,0,1.80425993918573e-06
BEN,BEN.7_1,BEN.7.5_1,OILP,495.1938025,25.98515502,12867.68772,1701.149543,1900.281974,2894.386872,2990.110751,3181.614632,1701.109153,1900.247396,2894.355157,2990.082444,3181.589732,0,0,0,0,0,0.040390093,0.034578166,0.031714058,0.028306974,0.02489989,0.132203204,0.132200065,0,3.13887734063162e-06,0.14767859,0.147675902,0,2.68720901190935e-06,0.224934497,0.224932033,0,2.46462758689995e-06,0.232373587,0.232371387,0,2.19984930336077e-06,0.247256127,0.247254192,0,1.9350710198216e-06
BEN,BEN.7_1,BEN.7.6_1,OILP,167.5377432,25.60446429,4289.714163,320.9793924,348.5501413,443.9122731,445.6585707,457.8873622,320.9793924,348.5501413,443.9122731,445.6585707,457.8873622,0,0,0,0,0,0,0,0,0,0,0.074825357,0.074825357,0,0,0.081252533,0.081252533,0,0,0.103482949,0.103482949,0,0,0.103890039,0.103890039,0,0,0.106740763,0.106740763,0,0
BEN,BEN.7_1,BEN.9.6_1,OILP,3237.891516,25.66742382,83108.33383,11634.74127,14033.69549,15544.29604,16117.96416,16067.85954,11630.70732,14029.78231,15540.56251,16114.51803,16064.71824,0.208051642,0.193711645,0.179371649,0.165031652,0.150691655,3.825898402,3.719465546,3.554152255,3.281097822,2.990604721,0.139994881,0.139946342,2.50337881429704e-06,4.60350752557688e-05,0.168860268,0.168813182,2.33083298061928e-06,4.47544232275358e-05,0.18703655,0.186991626,2.15828714694153e-06,4.27652931041488e-05,0.193939205,0.193897739,1.98574131326379e-06,3.94797690123287e-05,0.193336321,0.193298524,1.81319547958603e-06,3.59844143595608e-05
BEN,BEN.9_1,BEN.9.1_1,OILP,4501.425618,26.4,118837.6363,12293.96149,13659.51929,14462.00316,16771.78234,17480.11757,12291.7452,13657.41181,14460.00271,16769.91157,17478.40627,0.163189697,0.153864572,0.144539446,0.135214321,0.125889195,2.053094205,1.953621268,1.855911608,1.735559053,1.585410208,0.10345175,0.103433101,1.37321561172962e-06,1.72764644971708e-05,0.114942704,0.11492497,1.29474614820222e-06,1.64394153922524e-05,0.12169548,0.121678646,1.2162766846748e-06,1.56172039901278e-05,0.141131908,0.141116166,1.1378072211474e-06,1.4604456191553e-05,0.147092437,0.147078037,1.05933775761999e-06,1.33409772925948e-05
BEN,BEN.9_1,BEN.9.2_1,OILP,44.70760164,26.34670571,1177.898023,357.3597772,412.8004638,421.3262998,428.7982899,411.4536183,357.339148,412.7796138,421.3065734,428.7796869,411.4361387,0,0,0,0,0,0.020629202,0.020849967,0.019726486,0.018603006,0.017479525,0.303387704,0.303370191,0,1.75135721481996e-05,0.35045518,0.350437479,0,1.77009950372341e-05,0.357693358,0.357676611,0,1.67471936555792e-05,0.364036853,0.36402106,0,1.57933922739243e-05,0.349311749,0.349296909,0,1.48395908922695e-05
BEN,BEN.9_1,BEN.9.7_1,OILP,7874.869476,26.78634361,210938.9597,17570.8879,27797.83084,29933.56284,31347.20615,31558.1644,17567.64274,27794.7015,29930.60949,31344.46696,31555.66422,0.002259738,0,0,0,0,3.242899123,3.129348849,2.953343454,2.739183204,2.500182308,0.083298448,0.083283063,1.07127596266588e-08,1.537363760816e-05,0.131781397,0.131766562,0,1.48353289195704e-05,0.141906279,0.141892278,0,1.40009387498069e-05,0.148607949,0.148594963,0,1.29856675525455e-05,0.14960804,0.149596188,0,1.18526341080881e-05
BLZ,BLZ.6_1,ALL,OILP,49.1167385,13.82363714,678.9719705,394.2770833,375.9559818,385.8457825,401.9284,385.0397208,389.4999697,371.7113939,382.0751798,397.9621082,379.8850531,2.460279839,2.186213212,1.92545596,2.219700763,3.286249259,2.316833783,2.058374708,1.845146703,1.746591054,1.868418402,0.580697143,0.573661339,0.003623537,0.003412267,0.553713552,0.54746206,0.003219887,0.003031605,0.568279398,0.562725998,0.00283584,0.002717559,0.591966116,0.586124502,0.003269208,0.002572405,0.567092218,0.559500347,0.004840037,0.002751834
BRA,BRA.14_1,BRA.14.107_2,OILP,590.5429739,12.09983069,7145.470002,8008.06242,8342.326026,8108.936365,7621.791155,8166.078234,7990.727203,8326.151922,8093.923912,7607.511265,8152.981907,6.997590332,6.522318143,6.047045954,5.907381533,5.420094867,10.33762636,9.651785987,8.965407094,8.372508643,7.676232335,1.12071878,1.118292737,0.000979304,0.001446738,1.167498572,1.165235026,0.000912791,0.001350756,1.134835968,1.132734993,0.000846277,0.001254698,1.066660577,1.064662123,0.000826731,0.001171723,1.142832904,1.141000089,0.000758536,0.00107428
BRA,BRA.14_1,BRA.14.109_2,OILP,2305.661182,12.18505616,28094.611,19151.29907,17302.89799,15840.07316,14456.13729,13584.62992,19118.33782,17273.58851,15813.32615,14432.51198,13564.01359,10.30038178,9.306453294,8.910586021,7.954829869,7.007556295,22.66087083,20.00302811,17.83642514,15.67047351,13.60877141,0.681671623,0.680498399,0.000366632,0.000806591,0.615879607,0.614836365,0.000331254,0.000711988,0.563811799,0.562859765,0.000317164,0.00063487,0.514551965,0.513711045,0.000283144,0.000557775,0.483531519,0.482797701,0.000249427,0.000484391
BRA,BRA.14_1,BRA.14.110_2,OILP,1305.867408,15.09149497,19707.49142,1009.66876,950.4831328,873.6535999,798.3669481,739.9865991,1008.021696,949.0010654,872.3305577,797.1955888,738.9599487,0.421809398,0.396889959,0.371970521,0.347051082,0.322131643,1.225254032,1.085177466,0.951071727,0.824308247,0.704518749,0.051232739,0.051149163,2.14035053471471e-05,6.21719936476771e-05,0.048229534,0.048154331,2.01390400632353e-05,5.50642110137082e-05,0.04433104,0.044263907,1.88745747793237e-05,4.82594007939757e-05,0.040510836,0.040451398,1.76101094954119e-05,4.18271524023311e-05,0.037548493,0.037496398,1.63456442115002e-05,3.57487786599324e-05
BRA,BRA.14_1,BRA.14.112_2,OILP,824.9304498,14.29113484,11789.19229,1967.188396,1843.473496,2859.194569,3516.150207,5632.615897,1964.222698,1840.965171,2857.067734,3514.391529,5631.225876,0.049746126,0.021997982,0.004061955,0,0,2.915952343,2.486327158,2.122772829,1.758677659,1.390021125,0.166863713,0.166612152,4.21963821858536e-06,0.000247341,0.156369788,0.156157023,1.86594477348794e-06,0.000210899,0.242526757,0.242346351,3.44549025469617e-07,0.000180061,0.298252002,0.298102825,0,0.000149177,0.477777931,0.477660024,0,0.000117906
BRA,BRA.14_1,BRA.14.116_2,OILP,2383.11092,12.57075307,29957.49893,25783.78623,23725.36832,23071.99462,21902.64088,22168.38727,25742.37623,23687.40315,23038.25242,21872.67084,22141.84381,14.05720679,12.87061344,11.18273987,9.82923291,8.731563691,27.35279195,25.09455105,22.55945867,20.14080702,17.81190522,0.860678867,0.859296575,0.000469238,0.000913053,0.791967593,0.790700292,0.000429629,0.000837672,0.770157571,0.769031236,0.000373287,0.000753049,0.731123814,0.730123396,0.000328106,0.000672313,0.739994595,0.739108557,0.000291465,0.000594573
BRA,BRA.14_1,BRA.14.117_2,OILP,542.0544705,15.27565679,8280.238054,2712.930562,3682.160071,3801.124997,3556.221377,3243.183566,2709.065723,3676.427917,3795.957931,3551.654198,3239.109232,0,1.331403426,1.263126327,1.194849228,1.12657213,3.864838898,4.400750521,3.903939677,3.372330188,2.94776183,0.327639199,0.327172444,0,0.000466755,0.444692538,0.444000268,0.000160793,0.000531476,0.459059869,0.458435845,0.000152547,0.000471477,0.429482988,0.428931412,0.000144301,0.000407275,0.391677576,0.39118552,0.000136056,0.000356
BRA,BRA.14_1,BRA.14.119_2,OILP,5283.322214,13.83668916,73103.68724,32155.23364,29860.31189,29070.48718,27371.40413,24856.41533,32001.72163,29718.21164,28939.38568,27247.42069,24742.62826,95.45239883,89.20764583,82.89795396,79.57641263,73.85488941,58.0596148,52.89260315,48.20354545,44.40702629,39.93217981,0.43985789,0.437757969,0.001305713,0.000794209,0.408465195,0.406521378,0.001220289,0.000723529,0.397661025,0.395867661,0.001133978,0.000659386,0.374418927,0.372722933,0.001088542,0.000607453,0.340015891,0.338459375,0.001010276,0.00054624
