GID_0,crop_type,COCO_LD_2020,COCO_LD_2021,COCO_LD_2022,COCO_LD_2023,COCO_LD_2024,COCO_production_2020,COCO_production_2021,COCO_production_2022,COCO_production_2023,COCO_production_2024,COCO_EF_2020,COCO_EF_2021,COCO_EF_2022,COCO_EF_2023,COCO_EF_2024,co_product,functional_unit,allocation_ratio,co_product_EF_2020,co_product_EF_2021,co_product_EF_2022,co_product_EF_2023,co_product_EF_2024
KEN,COCO,0.20130063578888568,0.18197325171917816,0.15349137748639174,0.13007898305759208,0.1232947550833286,0.1130954862154477,0.1130954862154477,0.09693898818466944,0.09693898818466944,0.09794069106257768,1.78,1.609,1.583,1.342,1.259,Cocoa beans,1 kg cocoa bean,1,1.78,1.609,1.583,1.342,1.259
KHM,COCO,284.62469099694397,300.138583644992,294.0716666712226,282.97042184945457,275.90892765518026,5.47946801755326,5.479276886219066,4.11975230549937,3.3229262192355713,3.8266220321386744,51.94,54.78,71.38,85.16,72.1,Cocoa liquor,1 kg cocoa liquor,1.2,62.327999999999996,65.736,85.65599999999999,102.192,86.52
KHM,COCO,284.62469099694397,300.138583644992,294.0716666712226,282.97042184945457,275.90892765518026,5.47946801755326,5.479276886219066,4.11975230549937,3.3229262192355713,3.8266220321386744,51.94,54.78,71.38,85.16,72.1,Cocoa butter,1 kg cocoa butter,1.6,83.104,87.64800000000001,114.208,136.256,115.36
KHM,COCO,284.62469099694397,300.138583644992,294.0716666712226,282.97042184945457,275.90892765518026,5.47946801755326,5.479276886219066,4.11975230549937,3.3229262192355713,3.8266220321386744,51.94,54.78,71.38,85.16,72.1,Dutch cocoa powder (alkali),1 kg Dutch cocoa powder,0.8,41.552,43.824000000000005,57.104,68.128,57.68
KHM,COCO,284.62469099694397,300.138583644992,294.0716666712226,282.97042184945457,275.90892765518026,5.47946801755326,5.479276886219066,4.11975230549937,3.3229262192355713,3.8266220321386744,51.94,54.78,71.38,85.16,72.1,Cocoa powder,1 kg cocoa powder,0.8,41.552,43.824000000000005,57.104,68.128,57.68
KHM,COCO,284.62469099694397,300.138583644992,294.0716666712226,282.97042184945457,275.90892765518026,5.47946801755326,5.479276886219066,4.11975230549937,3.3229262192355713,3.8266220321386744,51.94,54.78,71.38,85.16,72.1,Cocoa beans,1 kg cocoa bean,1,51.94,54.78,71.38,85.16,72.1
LAO,COCO,28.638281607764835,30.37444279386603,31.783938764299595,32.76917496144054,32.627602145107716,1.9199535304861537,1.9182584307133832,1.5299946210639472,1.3049229725003697,1.4476914316306306,14.92,15.83,20.77,25.11,22.54,Cocoa liquor,1 kg cocoa liquor,1.2,17.904,18.996,24.924,30.131999999999998,27.048
LAO,COCO,28.638281607764835,30.37444279386603,31.783938764299595,32.76917496144054,32.627602145107716,1.9199535304861537,1.9182584307133832,1.5299946210639472,1.3049229725003697,1.4476914316306306,14.92,15.83,20.77,25.11,22.54,Cocoa butter,1 kg cocoa butter,1.6,23.872,25.328000000000003,33.232,40.176,36.064
LAO,COCO,28.638281607764835,30.37444279386603,31.783938764299595,32.76917496144054,32.627602145107716,1.9199535304861537,1.9182584307133832,1.5299946210639472,1.3049229725003697,1.4476914316306306,14.92,15.83,20.77,25.11,22.54,Dutch cocoa powder (alkali),1 kg Dutch cocoa powder,0.8,11.936,12.664000000000001,16.616,20.088,18.032
LAO,COCO,28.638281607764835,30.37444279386603,31.783938764299595,32.76917496144054,32.627602145107716,1.9199535304861537,1.9182584307133832,1.5299946210639472,1.3049229725003697,1.4476914316306306,14.92,15.83,20.77,25.11,22.54,Cocoa powder,1 kg cocoa powder,0.8,11.936,12.664000000000001,16.616,20.088,18.032
LAO,COCO,28.638281607764835,30.37444279386603,31.783938764299595,32.76917496144054,32.627602145107716,1.9199535304861537,1.9182584307133832,1.5299946210639472,1.3049229725003697,1.4476914316306306,14.92,15.83,20.77,25.11,22.54,Cocoa beans,1 kg cocoa bean,1,14.92,15.83,20.77,25.11,22.54
LBR,COCO,4649320.338274763,4724023.499807357,4894147.079398935,5080947.081722399,5268183.7969971765,13695.222961488334,16599.14147177519,15151.67910091337,15151.67910091337,15491.314651779903,339.5,284.6,323,335.3,340.1,Cocoa liquor,1 kg cocoa liquor,1.2,407.4,341.52000000000004,387.59999999999997,402.36,408.12
LBR,COCO,4649320.338274763,4724023.499807357,4894147.079398935,5080947.081722399,5268183.7969971765,13695.222961488334,16599.14147177519,15151.67910091337,15151.67910091337,15491.314651779903,339.5,284.6,323,335.3,340.1,Cocoa butter,1 kg cocoa butter,1.6,543.2,455.36000000000007,516.8000000000001,536.48,544.1600000000001
LBR,COCO,4649320.338274763,4724023.499807357,4894147.079398935,5080947.081722399,5268183.7969971765,13695.222961488334,16599.14147177519,15151.67910091337,15151.67910091337,15491.314651779903,339.5,284.6,323,335.3,340.1,Dutch cocoa powder (alkali),1 kg Dutch cocoa powder,0.8,271.6,227.68000000000004,258.40000000000003,268.24,272.08000000000004
LBR,COCO,4649320.338274763,4724023.499807357,4894147.079398935,5080947.081722399,5268183.7969971765,13695.222961488334,16599.14147177519,15151.67910091337,15151.67910091337,15491.314651779903,339.5,284.6,323,335.3,340.1,Cocoa powder,1 kg cocoa powder,0.8,271.6,227.68000000000004,258.40000000000003,268.24,272.08000000000004
LBR,COCO,4649320.338274763,4724023.499807357,4894147.079398935,5080947.081722399,5268183.7969971765,13695.222961488334,16599.14147177519,15151.67910091337,15151.67910091337,15491.314651779903,339.5,284.6,323,335.3,340.1,Cocoa beans,1 kg cocoa bean,1,339.5,284.6,323,335.3,340.1
LCA,COCO,23.169522537920543,20.321660633991797,17.536629202854314,14.784887331359846,12.38151322766655,2.0452894868452183,3.749697392549567,3.295188617695074,2.0452894868452183,2.686563492433669,11.33,5.42,5.322,7.229,4.609,Cocoa liquor,1 kg cocoa liquor,1.2,13.596,6.504,6.3864,8.6748,5.5308
LCA,COCO,23.169522537920543,20.321660633991797,17.536629202854314,14.784887331359846,12.38151322766655,2.0452894868452183,3.749697392549567,3.295188617695074,2.0452894868452183,2.686563492433669,11.33,5.42,5.322,7.229,4.609,Cocoa butter,1 kg cocoa butter,1.6,18.128,8.672,8.5152,11.566400000000002,7.3744000000000005
LCA,COCO,23.169522537920543,20.321660633991797,17.536629202854314,14.784887331359846,12.38151322766655,2.0452894868452183,3.749697392549567,3.295188617695074,2.0452894868452183,2.686563492433669,11.33,5.42,5.322,7.229,4.609,Dutch cocoa powder (alkali),1 kg Dutch cocoa powder,0.8,9.064,4.336,4.2576,5.783200000000001,3.6872000000000003
LCA,COCO,23.169522537920543,20.321660633991797,17.536629202854314,14.784887331359846,12.38151322766655,2.0452894868452183,3.749697392549567,3.295188617695074,2.0452894868452183,2.686563492433669,11.33,5.42,5.322,7.229,4.609,Cocoa powder,1 kg cocoa powder,0.8,9.064,4.336,4.2576,5.783200000000001,3.6872000000000003
LCA,COCO,23.169522537920543,20.321660633991797,17.536629202854314,14.784887331359846,12.38151322766655,2.0452894868452183,3.749697392549567,3.295188617695074,2.0452894868452183,2.686563492433669,11.33,5.42,5.322,7.229,4.609,Cocoa beans,1 kg cocoa bean,1,11.33,5.42,5.322,7.229,4.609
LKA,COCO,12520.587019841749,12825.081638324917,12975.286277262638,13882.10998458003,14240.003945422895,907.5625217184006,841.2528811529555,761.6563605870969,823.9113194622746,799.3023542423547,13.8,15.25,17.04,16.85,17.82,Cocoa liquor,1 kg cocoa liquor,1.2,16.56,18.3,20.447999999999997,20.220000000000002,21.384
LKA,COCO,12520.587019841749,12825.081638324917,12975.286277262638,13882.10998458003,14240.003945422895,907.5625217184006,841.2528811529555,761.6563605870969,823.9113194622746,799.3023542423547,13.8,15.25,17.04,16.85,17.82,Cocoa butter,1 kg cocoa butter,1.6,22.080000000000002,24.400000000000002,27.264,26.960000000000004,28.512
LKA,COCO,12520.587019841749,12825.081638324917,12975.286277262638,13882.10998458003,14240.003945422895,907.5625217184006,841.2528811529555,761.6563605870969,823.9113194622746,799.3023542423547,13.8,15.25,17.04,16.85,17.82,Dutch cocoa powder (alkali),1 kg Dutch cocoa powder,0.8,11.040000000000001,12.200000000000001,13.632,13.480000000000002,14.256
LKA,COCO,12520.587019841749,12825.081638324917,12975.286277262638,13882.10998458003,14240.003945422895,907.5625217184006,841.2528811529555,761.6563605870969,823.9113194622746,799.3023542423547,13.8,15.25,17.04,16.85,17.82,Cocoa powder,1 kg cocoa powder,0.8,11.040000000000001,12.200000000000001,13.632,13.480000000000002,14.256
LKA,COCO,12520.587019841749,12825.081638324917,12975.286277262638,13882.10998458003,14240.003945422895,907.5625217184006,841.2528811529555,761.6563605870969,823.9113194622746,799.3023542423547,13.8,15.25,17.04,16.85,17.82,Cocoa beans,1 kg cocoa bean,1,13.8,15.25,17.04,16.85,17.82
MDG,COCO,631680.7143877574,646402.0215848683,671888.4965630982,696479.1957349028,708711.4638693271,8903.88918488136,7795.509474187756,7252.658541712499,14173.653589432282,12123.414282150756,70.94,82.92,92.64,49.14,58.46,Cocoa liquor,1 kg cocoa liquor,1.2,85.128,99.504,111.16799999999999,58.967999999999996,70.152
MDG,COCO,631680.7143877574,646402.0215848683,671888.4965630982,696479.1957349028,708711.4638693271,8903.88918488136,7795.509474187756,7252.658541712499,14173.653589432282,12123.414282150756,70.94,82.92,92.64,49.14,58.46,Cocoa butter,1 kg cocoa butter,1.6,113.504,132.672,148.22400000000002,78.62400000000001,93.536
MDG,COCO,631680.7143877574,646402.0215848683,671888.4965630982,696479.1957349028,708711.4638693271,8903.88918488136,7795.509474187756,7252.658541712499,14173.653589432282,12123.414282150756,70.94,82.92,92.64,49.14,58.46,Dutch cocoa powder (alkali),1 kg Dutch cocoa powder,0.8,56.752,66.336,74.11200000000001,39.312000000000005,46.768
MDG,COCO,631680.7143877574,646402.0215848683,671888.4965630982,696479.1957349028,708711.4638693271,8903.88918488136,7795.509474187756,7252.658541712499,14173.653589432282,12123.414282150756,70.94,82.92,92.64,49.14,58.46,Cocoa powder,1 kg cocoa powder,0.8,56.752,66.336,74.11200000000001,39.312000000000005,46.768
MDG,COCO,631680.7143877574,646402.0215848683,671888.4965630982,696479.1957349028,708711.4638693271,8903.88918488136,7795.509474187756,7252.658541712499,14173.653589432282,12123.414282150756,70.94,82.92,92.64,49.14,58.46,Cocoa beans,1 kg cocoa bean,1,70.94,82.92,92.64,49.14,58.46
MEX,COCO,27688.93767049651,19861.198513180894,13379.758710479658,8619.462638394207,5473.868947170225,3340.3632767490813,3198.456964407168,3212.3008895974385,3305.5420214344313,3257.038915219413,8.289,6.21,4.165,2.608,1.681,Cocoa liquor,1 kg cocoa liquor,1.2,9.9468,7.452,4.998,3.1296,2.0172
MEX,COCO,27688.93767049651,19861.198513180894,13379.758710479658,8619.462638394207,5473.868947170225,3340.3632767490813,3198.456964407168,3212.3008895974385,3305.5420214344313,3257.038915219413,8.289,6.21,4.165,2.608,1.681,Cocoa butter,1 kg cocoa butter,1.6,13.2624,9.936,6.664000000000001,4.1728000000000005,2.6896000000000004
MEX,COCO,27688.93767049651,19861.198513180894,13379.758710479658,8619.462638394207,5473.868947170225,3340.3632767490813,3198.456964407168,3212.3008895974385,3305.5420214344313,3257.038915219413,8.289,6.21,4.165,2.608,1.681,Dutch cocoa powder (alkali),1 kg Dutch cocoa powder,0.8,6.6312,4.968,3.3320000000000003,2.0864000000000003,1.3448000000000002
MEX,COCO,27688.93767049651,19861.198513180894,13379.758710479658,8619.462638394207,5473.868947170225,3340.3632767490813,3198.456964407168,3212.3008895974385,3305.5420214344313,3257.038915219413,8.289,6.21,4.165,2.608,1.681,Cocoa powder,1 kg cocoa powder,0.8,6.6312,4.968,3.3320000000000003,2.0864000000000003,1.3448000000000002
MEX,COCO,27688.93767049651,19861.198513180894,13379.758710479658,8619.462638394207,5473.868947170225,3340.3632767490813,3198.456964407168,3212.3008895974385,3305.5420214344313,3257.038915219413,8.289,6.21,4.165,2.608,1.681,Cocoa beans,1 kg cocoa bean,1,8.289,6.21,4.165,2.608,1.681
MLI,COCO,14932.601795526736,16207.715433405365,17336.67707166912,19050.386716287503,20570.350083833506,3471.4364854728647,3471.4364854728647,3471.4364854728647,3471.4364854728647,3471.4364854728647,4.302,4.669,4.994,5.488,5.926,Cocoa liquor,1 kg cocoa liquor,1.2,5.162399999999999,5.602799999999999,5.9928,6.5856,7.1112
MLI,COCO,14932.601795526736,16207.715433405365,17336.67707166912,19050.386716287503,20570.350083833506,3471.4364854728647,3471.4364854728647,3471.4364854728647,3471.4364854728647,3471.4364854728647,4.302,4.669,4.994,5.488,5.926,Cocoa butter,1 kg cocoa butter,1.6,6.8831999999999995,7.4704,7.9904,8.780800000000001,9.4816
MLI,COCO,14932.601795526736,16207.715433405365,17336.67707166912,19050.386716287503,20570.350083833506,3471.4364854728647,3471.4364854728647,3471.4364854728647,3471.4364854728647,3471.4364854728647,4.302,4.669,4.994,5.488,5.926,Dutch cocoa powder (alkali),1 kg Dutch cocoa powder,0.8,3.4415999999999998,3.7352,3.9952,4.3904000000000005,4.7408
MLI,COCO,14932.601795526736,16207.715433405365,17336.67707166912,19050.386716287503,20570.350083833506,3471.4364854728647,3471.4364854728647,3471.4364854728647,3471.4364854728647,3471.4364854728647,4.302,4.669,4.994,5.488,5.926,Cocoa powder,1 kg cocoa powder,0.8,3.4415999999999998,3.7352,3.9952,4.3904000000000005,4.7408
MLI,COCO,14932.601795526736,16207.715433405365,17336.67707166912,19050.386716287503,20570.350083833506,3471.4364854728647,3471.4364854728647,3471.4364854728647,3471.4364854728647,3471.4364854728647,4.302,4.669,4.994,5.488,5.926,Cocoa beans,1 kg cocoa bean,1,4.302,4.669,4.994,5.488,5.926
MMR,COCO,0.11601079400593596,0.0838312371902745,0.05317988829755835,0.02590182889884484,0.00669224738463963,0.2703212437635472,0.2690938060232765,0.26793212387623455,0.26911572455435273,0.26873743262650607,0.4292,0.3115,0.1985,0.09625,0.0249,Cocoa liquor,1 kg cocoa liquor,1.2,0.51504,0.37379999999999997,0.2382,0.11549999999999999,0.029879999999999997
MMR,COCO,0.11601079400593596,0.0838312371902745,0.05317988829755835,0.02590182889884484,0.00669224738463963,0.2703212437635472,0.2690938060232765,0.26793212387623455,0.26911572455435273,0.26873743262650607,0.4292,0.3115,0.1985,0.09625,0.0249,Cocoa butter,1 kg cocoa butter,1.6,0.6867200000000001,0.4984,0.31760000000000005,0.15400000000000003,0.03984
MMR,COCO,0.11601079400593596,0.0838312371902745,0.05317988829755835,0.02590182889884484,0.00669224738463963,0.2703212437635472,0.2690938060232765,0.26793212387623455,0.26911572455435273,0.26873743262650607,0.4292,0.3115,0.1985,0.09625,0.0249,Dutch cocoa powder (alkali),1 kg Dutch cocoa powder,0.8,0.34336000000000005,0.2492,0.15880000000000002,0.07700000000000001,0.01992
MMR,COCO,0.11601079400593596,0.0838312371902745,0.05317988829755835,0.02590182889884484,0.00669224738463963,0.2703212437635472,0.2690938060232765,0.26793212387623455,0.26911572455435273,0.26873743262650607,0.4292,0.3115,0.1985,0.09625,0.0249,Cocoa powder,1 kg cocoa powder,0.8,0.34336000000000005,0.2492,0.15880000000000002,0.07700000000000001,0.01992
MMR,COCO,0.11601079400593596,0.0838312371902745,0.05317988829755835,0.02590182889884484,0.00669224738463963,0.2703212437635472,0.2690938060232765,0.26793212387623455,0.26911572455435273,0.26873743262650607,0.4292,0.3115,0.1985,0.09625,0.0249,Cocoa beans,1 kg cocoa bean,1,0.4292,0.3115,0.1985,0.09625,0.0249
MYS,COCO,200513.66697041408,143447.5443611816,95589.08263154051,57223.47532427409,30111.586987182214,570.9785934660154,436.4182407888698,401.7618846836001,225.14610108459385,293.5859708092695,351.2,328.7,237.9,254.2,102.6,Cocoa liquor,1 kg cocoa liquor,1.2,421.44,394.44,285.48,305.03999999999996,123.11999999999999
MYS,COCO,200513.66697041408,143447.5443611816,95589.08263154051,57223.47532427409,30111.586987182214,570.9785934660154,436.4182407888698,401.7618846836001,225.14610108459385,293.5859708092695,351.2,328.7,237.9,254.2,102.6,Cocoa butter,1 kg cocoa butter,1.6,561.92,525.92,380.64000000000004,406.72,164.16
MYS,COCO,200513.66697041408,143447.5443611816,95589.08263154051,57223.47532427409,30111.586987182214,570.9785934660154,436.4182407888698,401.7618846836001,225.14610108459385,293.5859708092695,351.2,328.7,237.9,254.2,102.6,Dutch cocoa powder (alkali),1 kg Dutch cocoa powder,0.8,280.96,262.96,190.32000000000002,203.36,82.08
MYS,COCO,200513.66697041408,143447.5443611816,95589.08263154051,57223.47532427409,30111.586987182214,570.9785934660154,436.4182407888698,401.7618846836001,225.14610108459385,293.5859708092695,351.2,328.7,237.9,254.2,102.6,Cocoa powder,1 kg cocoa powder,0.8,280.96,262.96,190.32000000000002,203.36,82.08
MYS,COCO,200513.66697041408,143447.5443611816,95589.08263154051,57223.47532427409,30111.586987182214,570.9785934660154,436.4182407888698,401.7618846836001,225.14610108459385,293.5859708092695,351.2,328.7,237.9,254.2,102.6,Cocoa beans,1 kg cocoa bean,1,351.2,328.7,237.9,254.2,102.6
NAM,COCO,0.2149794006333611,0.1842257049671183,0.15347200930087548,0.12271831363463263,0.0919646179683898,0.1245013656294088,0.1252710382247151,0.12543206901593168,0.1250690674018333,0.12520929701784958,1.727,1.471,1.224,0.9812,0.7345,Cocoa liquor,1 kg cocoa liquor,1.2,2.0724,1.7652,1.4687999999999999,1.1774399999999998,0.8814000000000001
NAM,COCO,0.2149794006333611,0.1842257049671183,0.15347200930087548,0.12271831363463263,0.0919646179683898,0.1245013656294088,0.1252710382247151,0.12543206901593168,0.1250690674018333,0.12520929701784958,1.727,1.471,1.224,0.9812,0.7345,Cocoa butter,1 kg cocoa butter,1.6,2.7632000000000003,2.3536,1.9584000000000001,1.56992,1.1752
NAM,COCO,0.2149794006333611,0.1842257049671183,0.15347200930087548,0.12271831363463263,0.0919646179683898,0.1245013656294088,0.1252710382247151,0.12543206901593168,0.1250690674018333,0.12520929701784958,1.727,1.471,1.224,0.9812,0.7345,Dutch cocoa powder (alkali),1 kg Dutch cocoa powder,0.8,1.3816000000000002,1.1768,0.9792000000000001,0.78496,0.5876
NAM,COCO,0.2149794006333611,0.1842257049671183,0.15347200930087548,0.12271831363463263,0.0919646179683898,0.1245013656294088,0.1252710382247151,0.12543206901593168,0.1250690674018333,0.12520929701784958,1.727,1.471,1.224,0.9812,0.7345,Cocoa powder,1 kg cocoa powder,0.8,1.3816000000000002,1.1768,0.9792000000000001,0.78496,0.5876
NAM,COCO,0.2149794006333611,0.1842257049671183,0.15347200930087548,0.12271831363463263,0.0919646179683898,0.1245013656294088,0.1252710382247151,0.12543206901593168,0.1250690674018333,0.12520929701784958,1.727,1.471,1.224,0.9812,0.7345,Cocoa beans,1 kg cocoa bean,1,1.727,1.471,1.224,0.9812,0.7345
NGA,COCO,693744.9222338378,656026.6719797675,612636.8010853117,567124.3551588297,546861.1323400926,193057.6677441941,151278.88686810405,151271.05069993393,153559.74168055702,152747.7137102541,3.593,4.337,4.05,3.693,3.58,Cocoa liquor,1 kg cocoa liquor,1.2,4.311599999999999,5.2044,4.859999999999999,4.4315999999999995,4.296
NGA,COCO,693744.9222338378,656026.6719797675,612636.8010853117,567124.3551588297,546861.1323400926,193057.6677441941,151278.88686810405,151271.05069993393,153559.74168055702,152747.7137102541,3.593,4.337,4.05,3.693,3.58,Cocoa butter,1 kg cocoa butter,1.6,5.7488,6.9392,6.48,5.9088,5.728000000000001
NGA,COCO,693744.9222338378,656026.6719797675,612636.8010853117,567124.3551588297,546861.1323400926,193057.6677441941,151278.88686810405,151271.05069993393,153559.74168055702,152747.7137102541,3.593,4.337,4.05,3.693,3.58,Dutch cocoa powder (alkali),1 kg Dutch cocoa powder,0.8,2.8744,3.4696,3.24,2.9544,2.8640000000000003
NGA,COCO,693744.9222338378,656026.6719797675,612636.8010853117,567124.3551588297,546861.1323400926,193057.6677441941,151278.88686810405,151271.05069993393,153559.74168055702,152747.7137102541,3.593,4.337,4.05,3.693,3.58,Cocoa powder,1 kg cocoa powder,0.8,2.8744,3.4696,3.24,2.9544,2.8640000000000003
NGA,COCO,693744.9222338378,656026.6719797675,612636.8010853117,567124.3551588297,546861.1323400926,193057.6677441941,151278.88686810405,151271.05069993393,153559.74168055702,152747.7137102541,3.593,4.337,4.05,3.693,3.58,Cocoa beans,1 kg cocoa bean,1,3.593,4.337,4.05,3.693,3.58
NIC,COCO,83039.10609693384,77758.671892322,73066.40018319803,69742.46670786454,66343.53941458903,6676.244433920381,7126.312002329265,8571.267931464747,8282.949043008834,8305.44997370378,12.44,10.91,8.525,8.42,7.988,Cocoa liquor,1 kg cocoa liquor,1.2,14.927999999999999,13.092,10.23,10.104,9.5856
NIC,COCO,83039.10609693384,77758.671892322,73066.40018319803,69742.46670786454,66343.53941458903,6676.244433920381,7126.312002329265,8571.267931464747,8282.949043008834,8305.44997370378,12.44,10.91,8.525,8.42,7.988,Cocoa butter,1 kg cocoa butter,1.6,19.904,17.456,13.64,13.472000000000001,12.780800000000001
NIC,COCO,83039.10609693384,77758.671892322,73066.40018319803,69742.46670786454,66343.53941458903,6676.244433920381,7126.312002329265,8571.267931464747,8282.949043008834,8305.44997370378,12.44,10.91,8.525,8.42,7.988,Dutch cocoa powder (alkali),1 kg Dutch cocoa powder,0.8,9.952,8.728,6.82,6.736000000000001,6.3904000000000005
NIC,COCO,83039.10609693384,77758.671892322,73066.40018319803,69742.46670786454,66343.53941458903,6676.244433920381,7126.312002329265,8571.267931464747,8282.949043008834,8305.44997370378,12.44,10.91,8.525,8.42,7.988,Cocoa powder,1 kg cocoa powder,0.8,9.952,8.728,6.82,6.736000000000001,6.3904000000000005
NIC,COCO,83039.10609693384,77758.671892322,73066.40018319803,69742.46670786454,66343.53941458903,6676.244433920381,7126.312002329265,8571.267931464747,8282.949043008834,8305.44997370378,12.44,10.91,8.525,8.42,7.988,Cocoa beans,1 kg cocoa bean,1,12.44,10.91,8.525,8.42,7.988
PAN,COCO,129202.8770904019,131855.31288931938,129964.32407875138,135004.23258882263,135650.27920208458,793.4313986362623,939.2587929560192,796.9294067621296,664.0050979791718,733.9551697703449,162.8,140.4,163.1,203.3,184.8,Cocoa liquor,1 kg cocoa liquor,1.2,195.36,168.48,195.72,243.96,221.76000000000002
PAN,COCO,129202.8770904019,131855.31288931938,129964.32407875138,135004.23258882263,135650.27920208458,793.4313986362623,939.2587929560192,796.9294067621296,664.0050979791718,733.9551697703449,162.8,140.4,163.1,203.3,184.8,Cocoa butter,1 kg cocoa butter,1.6,260.48,224.64000000000001,260.96,325.28000000000003,295.68
PAN,COCO,129202.8770904019,131855.31288931938,129964.32407875138,135004.23258882263,135650.27920208458,793.4313986362623,939.2587929560192,796.9294067621296,664.0050979791718,733.9551697703449,162.8,140.4,163.1,203.3,184.8,Dutch cocoa powder (alkali),1 kg Dutch cocoa powder,0.8,130.24,112.32000000000001,130.48,162.64000000000001,147.84
PAN,COCO,129202.8770904019,131855.31288931938,129964.32407875138,135004.23258882263,135650.27920208458,793.4313986362623,939.2587929560192,796.9294067621296,664.0050979791718,733.9551697703449,162.8,140.4,163.1,203.3,184.8,Cocoa powder,1 kg cocoa powder,0.8,130.24,112.32000000000001,130.48,162.64000000000001,147.84
PAN,COCO,129202.8770904019,131855.31288931938,129964.32407875138,135004.23258882263,135650.27920208458,793.4313986362623,939.2587929560192,796.9294067621296,664.0050979791718,733.9551697703449,162.8,140.4,163.1,203.3,184.8,Cocoa beans,1 kg cocoa bean,1,162.8,140.4,163.1,203.3,184.8
PER,COCO,7354419.109274571,7656835.650890225,7850254.616443624,7999486.21512383,8169500.226452809,102765.43626666778,103747.72320132537,111221.25089643142,107827.53788799772,109061.55596367686,71.57,73.8,70.58,74.19,74.91,Cocoa liquor,1 kg cocoa liquor,1.2,85.88399999999999,88.55999999999999,84.696,89.02799999999999,89.892
PER,COCO,7354419.109274571,7656835.650890225,7850254.616443624,7999486.21512383,8169500.226452809,102765.43626666778,103747.72320132537,111221.25089643142,107827.53788799772,109061.55596367686,71.57,73.8,70.58,74.19,74.91,Cocoa butter,1 kg cocoa butter,1.6,114.512,118.08,112.928,118.70400000000001,119.856
PER,COCO,7354419.109274571,7656835.650890225,7850254.616443624,7999486.21512383,8169500.226452809,102765.43626666778,103747.72320132537,111221.25089643142,107827.53788799772,109061.55596367686,71.57,73.8,70.58,74.19,74.91,Dutch cocoa powder (alkali),1 kg Dutch cocoa powder,0.8,57.256,59.04,56.464,59.352000000000004,59.928
PER,COCO,7354419.109274571,7656835.650890225,7850254.616443624,7999486.21512383,8169500.226452809,102765.43626666778,103747.72320132537,111221.25089643142,107827.53788799772,109061.55596367686,71.57,73.8,70.58,74.19,74.91,Cocoa powder,1 kg cocoa powder,0.8,57.256,59.04,56.464,59.352000000000004,59.928
PER,COCO,7354419.109274571,7656835.650890225,7850254.616443624,7999486.21512383,8169500.226452809,102765.43626666778,103747.72320132537,111221.25089643142,107827.53788799772,109061.55596367686,71.57,73.8,70.58,74.19,74.91,Cocoa beans,1 kg cocoa bean,1,71.57,73.8,70.58,74.19,74.91
PHL,COCO,69239.7590394714,69201.02405025314,68668.93527219068,68305.9252681356,69678.70307497385,6927.766062112274,7416.772714447366,7747.558462011486,7979.738906574149,7812.136893279864,9.995,9.33,8.863,8.56,8.919,Cocoa liquor,1 kg cocoa liquor,1.2,11.993999999999998,11.196,10.635599999999998,10.272,10.7028
PHL,COCO,69239.7590394714,69201.02405025314,68668.93527219068,68305.9252681356,69678.70307497385,6927.766062112274,7416.772714447366,7747.558462011486,7979.738906574149,7812.136893279864,9.995,9.33,8.863,8.56,8.919,Cocoa butter,1 kg cocoa butter,1.6,15.991999999999999,14.928,14.1808,13.696000000000002,14.270400000000002
PHL,COCO,69239.7590394714,69201.02405025314,68668.93527219068,68305.9252681356,69678.70307497385,6927.766062112274,7416.772714447366,7747.558462011486,7979.738906574149,7812.136893279864,9.995,9.33,8.863,8.56,8.919,Dutch cocoa powder (alkali),1 kg Dutch cocoa powder,0.8,7.9959999999999996,7.464,7.0904,6.848000000000001,7.135200000000001
PHL,COCO,69239.7590394714,69201.02405025314,68668.93527219068,68305.9252681356,69678.70307497385,6927.766062112274,7416.772714447366,7747.558462011486,7979.738906574149,7812.136893279864,9.995,9.33,8.863,8.56,8.919,Cocoa powder,1 kg cocoa powder,0.8,7.9959999999999996,7.464,7.0904,6.848000000000001,7.135200000000001
PHL,COCO,69239.7590394714,69201.02405025314,68668.93527219068,68305.9252681356,69678.70307497385,6927.766062112274,7416.772714447366,7747.558462011486,7979.738906574149,7812.136893279864,9.995,9.33,8.863,8.56,8.919,Cocoa beans,1 kg cocoa bean,1,9.995,9.33,8.863,8.56,8.919
PNG,COCO,1665700.0638840469,1630680.6788489076,1694069.0740988457,1716207.097209479,1697345.0062089465,18594.942990330925,19049.58329660985,19095.047628994784,19640.619235479553,19462.77812844713,89.58,85.6,88.72,87.38,87.21,Cocoa liquor,1 kg cocoa liquor,1.2,107.496,102.71999999999998,106.464,104.856,104.65199999999999
PNG,COCO,1665700.0638840469,1630680.6788489076,1694069.0740988457,1716207.097209479,1697345.0062089465,18594.942990330925,19049.58329660985,19095.047628994784,19640.619235479553,19462.77812844713,89.58,85.6,88.72,87.38,87.21,Cocoa butter,1 kg cocoa butter,1.6,143.328,136.96,141.952,139.808,139.536
PNG,COCO,1665700.0638840469,1630680.6788489076,1694069.0740988457,1716207.097209479,1697345.0062089465,18594.942990330925,19049.58329660985,19095.047628994784,19640.619235479553,19462.77812844713,89.58,85.6,88.72,87.38,87.21,Dutch cocoa powder (alkali),1 kg Dutch cocoa powder,0.8,71.664,68.48,70.976,69.904,69.768
