GID_0,crop_type,SOYB_LD_2020,SOYB_LD_2021,SOYB_LD_2022,SOYB_LD_2023,SOYB_LD_2024,SOYB_production_2020,SOYB_production_2021,SOYB_production_2022,SOYB_production_2023,SOYB_production_2024,SOYB_EF_2020,SOYB_EF_2021,SOYB_EF_2022,SOYB_EF_2023,SOYB_EF_2024,co_product,functional_unit,allocation_ratio,co_product_EF_2020,co_product_EF_2021,co_product_EF_2022,co_product_EF_2023,co_product_EF_2024
BGD,SOYB,221053.16461847344,243622.1051347825,254682.5544983356,271921.7888548836,280367.76324321766,25679.053941290585,22360.01844952963,24188.813698690312,26313.984602167155,25355.91407995775,8.608,10.9,10.53,10.33,11.06,Soybean,1 kg soybean,1,8.608,10.9,10.53,10.33,11.06
BGD,SOYB,221053.16461847344,243622.1051347825,254682.5544983356,271921.7888548836,280367.76324321766,25679.053941290585,22360.01844952963,24188.813698690312,26313.984602167155,25355.91407995775,8.608,10.9,10.53,10.33,11.06,Partially hydrogenated soybean oil,1 kg partially hydrogenated soybean oil,1.9,16.3552,20.71,20.006999999999998,19.627,21.014
BGD,SOYB,221053.16461847344,243622.1051347825,254682.5544983356,271921.7888548836,280367.76324321766,25679.053941290585,22360.01844952963,24188.813698690312,26313.984602167155,25355.91407995775,8.608,10.9,10.53,10.33,11.06,Soy lecithin,1 kg soy lecithin,1.4,12.0512,15.26,14.741999999999997,14.462,15.484
BGD,SOYB,221053.16461847344,243622.1051347825,254682.5544983356,271921.7888548836,280367.76324321766,25679.053941290585,22360.01844952963,24188.813698690312,26313.984602167155,25355.91407995775,8.608,10.9,10.53,10.33,11.06,Ground soybeans,1 kg ground soybean,0.8,6.886400000000001,8.72,8.424,8.264000000000001,8.848
BGR,SOYB,62.460414839763075,61.05755063235461,63.38921569645437,73.46431600340645,76.36640838430323,78.99794252718699,36.2809934557815,127.27001540998636,76.51699870610008,92.69240752091912,0.7907,1.683,0.4981,0.9601,0.8239,Soybean oil,1 kg soybean oil,2.1,1.66047,3.5343000000000004,1.04601,2.01621,1.73019
BGR,SOYB,62.460414839763075,61.05755063235461,63.38921569645437,73.46431600340645,76.36640838430323,78.99794252718699,36.2809934557815,127.27001540998636,76.51699870610008,92.69240752091912,0.7907,1.683,0.4981,0.9601,0.8239,Soybean,1 kg soybean,1,0.7907,1.683,0.4981,0.9601,0.8239
BGR,SOYB,62.460414839763075,61.05755063235461,63.38921569645437,73.46431600340645,76.36640838430323,78.99794252718699,36.2809934557815,127.27001540998636,76.51699870610008,92.69240752091912,0.7907,1.683,0.4981,0.9601,0.8239,Partially hydrogenated soybean oil,1 kg partially hydrogenated soybean oil,1.9,1.50233,3.1976999999999998,0.94639,1.8241899999999998,1.56541
BGR,SOYB,62.460414839763075,61.05755063235461,63.38921569645437,73.46431600340645,76.36640838430323,78.99794252718699,36.2809934557815,127.27001540998636,76.51699870610008,92.69240752091912,0.7907,1.683,0.4981,0.9601,0.8239,Soy lecithin,1 kg soy lecithin,1.4,1.1069799999999999,2.3562,0.69734,1.34414,1.15346
BGR,SOYB,62.460414839763075,61.05755063235461,63.38921569645437,73.46431600340645,76.36640838430323,78.99794252718699,36.2809934557815,127.27001540998636,76.51699870610008,92.69240752091912,0.7907,1.683,0.4981,0.9601,0.8239,Ground soybeans,1 kg ground soybean,0.8,0.63256,1.3464,0.39848,0.76808,0.65912
BIH,SOYB,391.6284231868024,371.5636648602424,354.9457069459429,343.7878580690255,507.22403027539394,726.305765024615,551.6339852667163,687.3317349288184,564.8179674488007,602.6714546634735,0.5392,0.6736,0.5164,0.6087,0.8416,Soybean oil,1 kg soybean oil,2.1,1.13232,1.41456,1.08444,1.27827,1.76736
BIH,SOYB,391.6284231868024,371.5636648602424,354.9457069459429,343.7878580690255,507.22403027539394,726.305765024615,551.6339852667163,687.3317349288184,564.8179674488007,602.6714546634735,0.5392,0.6736,0.5164,0.6087,0.8416,Soybean,1 kg soybean,1,0.5392,0.6736,0.5164,0.6087,0.8416
BIH,SOYB,391.6284231868024,371.5636648602424,354.9457069459429,343.7878580690255,507.22403027539394,726.305765024615,551.6339852667163,687.3317349288184,564.8179674488007,602.6714546634735,0.5392,0.6736,0.5164,0.6087,0.8416,Partially hydrogenated soybean oil,1 kg partially hydrogenated soybean oil,1.9,1.02448,1.2798399999999999,0.9811599999999999,1.15653,1.59904
BIH,SOYB,391.6284231868024,371.5636648602424,354.9457069459429,343.7878580690255,507.22403027539394,726.305765024615,551.6339852667163,687.3317349288184,564.8179674488007,602.6714546634735,0.5392,0.6736,0.5164,0.6087,0.8416,Soy lecithin,1 kg soy lecithin,1.4,0.75488,0.9430399999999999,0.7229599999999999,0.8521799999999999,1.17824
BIH,SOYB,391.6284231868024,371.5636648602424,354.9457069459429,343.7878580690255,507.22403027539394,726.305765024615,551.6339852667163,687.3317349288184,564.8179674488007,602.6714546634735,0.5392,0.6736,0.5164,0.6087,0.8416,Ground soybeans,1 kg ground soybean,0.8,0.43136,0.53888,0.41312,0.48696000000000006,0.6732800000000001
BLR,SOYB,3.252845847982876,2.801816033929464,2.4848887011919385,2.038758771378778,1.6044057761297574,3.056646723405692,3.627195954080964,4.015350605129325,4.993399067417878,4.634293932559035,1.064,0.7724,0.6188,0.4083,0.3462,Soybean oil,1 kg soybean oil,2.1,2.2344000000000004,1.62204,1.2994800000000002,0.85743,0.72702
BLR,SOYB,3.252845847982876,2.801816033929464,2.4848887011919385,2.038758771378778,1.6044057761297574,3.056646723405692,3.627195954080964,4.015350605129325,4.993399067417878,4.634293932559035,1.064,0.7724,0.6188,0.4083,0.3462,Soybean,1 kg soybean,1,1.064,0.7724,0.6188,0.4083,0.3462
BLR,SOYB,3.252845847982876,2.801816033929464,2.4848887011919385,2.038758771378778,1.6044057761297574,3.056646723405692,3.627195954080964,4.015350605129325,4.993399067417878,4.634293932559035,1.064,0.7724,0.6188,0.4083,0.3462,Partially hydrogenated soybean oil,1 kg partially hydrogenated soybean oil,1.9,2.0216,1.46756,1.1757199999999999,0.77577,0.65778
BLR,SOYB,3.252845847982876,2.801816033929464,2.4848887011919385,2.038758771378778,1.6044057761297574,3.056646723405692,3.627195954080964,4.015350605129325,4.993399067417878,4.634293932559035,1.064,0.7724,0.6188,0.4083,0.3462,Soy lecithin,1 kg soy lecithin,1.4,1.4896,1.0813599999999999,0.86632,0.5716199999999999,0.48468
BLR,SOYB,3.252845847982876,2.801816033929464,2.4848887011919385,2.038758771378778,1.6044057761297574,3.056646723405692,3.627195954080964,4.015350605129325,4.993399067417878,4.634293932559035,1.064,0.7724,0.6188,0.4083,0.3462,Ground soybeans,1 kg ground soybean,0.8,0.8512000000000001,0.61792,0.49504000000000004,0.32664000000000004,0.27696000000000004
BLZ,SOYB,119655.9936573512,118658.76231944094,116307.41912389116,122899.0052335579,125646.38392739724,9158.443949600089,11584.80012813149,18121.120650787092,19431.89056685972,18480.598216128445,13.07,10.24,6.418,6.325,6.799,Soybean oil,1 kg soybean oil,2.1,27.447000000000003,21.504,13.4778,13.2825,14.2779
