GID_0,GID_1,crop_type,OILP_LD_2020,OILP_LD_2021,OILP_LD_2022,OILP_LD_2023,OILP_LD_2024,OILP_production_2020,OILP_production_2021,OILP_production_2022,OILP_production_2023,OILP_production_2024,OILP_EF_2020,OILP_EF_2021,OILP_EF_2022,OILP_EF_2023,OILP_EF_2024,co_product,functional_unit,allocation_ratio,co_product_EF_2020,co_product_EF_2021,co_product_EF_2022,co_product_EF_2023,co_product_EF_2024
AGO,AGO.4_1,OILP,743.1210085605942,690.7702149426646,660.0018004820353,798.0503938921264,781.1167355046125,78.38944756385368,77.87940433785377,78.18850960354551,78.49761486923727,78.35911518134037,9.48,8.87,8.441,10.17,9.968,Palm kernel oil,1 kg palm kernel oil,6.6,62.568,58.541999999999994,55.7106,67.122,65.7888
AGO,AGO.5_1,OILP,18.55395564903477,16.07869285513226,13.603430061229746,11.128167267327235,8.652904473424725,15.527773850739072,15.48582962389126,15.500471683327184,15.515114294377767,15.503990912388794,1.195,1.038,0.8776,0.7172,0.5581,Palm oil,1 kg palm oil,6.7,8.0065,6.9546,5.87992,4.8052399999999995,3.7392700000000003
AGO,AGO.5_1,OILP,18.55395564903477,16.07869285513226,13.603430061229746,11.128167267327235,8.652904473424725,15.527773850739072,15.48582962389126,15.500471683327184,15.515114294377767,15.503990912388794,1.195,1.038,0.8776,0.7172,0.5581,Magnesium stearate,1 kg magnesium stearate,6.7,8.0065,6.9546,5.87992,4.8052399999999995,3.7392700000000003
AGO,AGO.5_1,OILP,18.55395564903477,16.07869285513226,13.603430061229746,11.128167267327235,8.652904473424725,15.527773850739072,15.48582962389126,15.500471683327184,15.515114294377767,15.503990912388794,1.195,1.038,0.8776,0.7172,0.5581,Partially hydrogenated palm oil,1 kg partially hydrogenated palm oil,6.3,7.5285,6.5394,5.52888,4.5183599999999995,3.51603
AGO,AGO.5_1,OILP,18.55395564903477,16.07869285513226,13.603430061229746,11.128167267327235,8.652904473424725,15.527773850739072,15.48582962389126,15.500471683327184,15.515114294377767,15.503990912388794,1.195,1.038,0.8776,0.7172,0.5581,Partially hydrogenated palm kernel oil,1 kg partially hydrogenated palm kernel oil,6.2,7.409000000000001,6.4356,5.441120000000001,4.4466399999999995,3.4602200000000005
AGO,AGO.5_1,OILP,18.55395564903477,16.07869285513226,13.603430061229746,11.128167267327235,8.652904473424725,15.527773850739072,15.48582962389126,15.500471683327184,15.515114294377767,15.503990912388794,1.195,1.038,0.8776,0.7172,0.5581,Palm kernel oil,1 kg palm kernel oil,6.6,7.887,6.8508,5.79216,4.7335199999999995,3.68346
AGO,AGO.8_1,OILP,10008.268796332008,12997.777280047112,13244.069577287988,14799.432140499304,15253.29471740392,72710.21695527859,72513.80928838173,72582.37206682582,72650.93742825584,72598.85117780752,0.1376,0.1792,0.1825,0.2037,0.2101,Palm oil,1 kg palm oil,6.7,0.9219200000000001,1.20064,1.22275,1.36479,1.4076700000000002
AGO,AGO.8_1,OILP,10008.268796332008,12997.777280047112,13244.069577287988,14799.432140499304,15253.29471740392,72710.21695527859,72513.80928838173,72582.37206682582,72650.93742825584,72598.85117780752,0.1376,0.1792,0.1825,0.2037,0.2101,Magnesium stearate,1 kg magnesium stearate,6.7,0.9219200000000001,1.20064,1.22275,1.36479,1.4076700000000002
AGO,AGO.8_1,OILP,10008.268796332008,12997.777280047112,13244.069577287988,14799.432140499304,15253.29471740392,72710.21695527859,72513.80928838173,72582.37206682582,72650.93742825584,72598.85117780752,0.1376,0.1792,0.1825,0.2037,0.2101,Partially hydrogenated palm oil,1 kg partially hydrogenated palm oil,6.3,0.86688,1.12896,1.14975,1.28331,1.32363
AGO,AGO.8_1,OILP,10008.268796332008,12997.777280047112,13244.069577287988,14799.432140499304,15253.29471740392,72710.21695527859,72513.80928838173,72582.37206682582,72650.93742825584,72598.85117780752,0.1376,0.1792,0.1825,0.2037,0.2101,Partially hydrogenated palm kernel oil,1 kg partially hydrogenated palm kernel oil,6.2,0.85312,1.11104,1.1315,1.26294,1.3026200000000001
AGO,AGO.8_1,OILP,10008.268796332008,12997.777280047112,13244.069577287988,14799.432140499304,15253.29471740392,72710.21695527859,72513.80928838173,72582.37206682582,72650.93742825584,72598.85117780752,0.1376,0.1792,0.1825,0.2037,0.2101,Palm kernel oil,1 kg palm kernel oil,6.6,0.90816,1.18272,1.2045,1.34442,1.38666
BDI,BDI.10_1,OILP,108.01313191701372,108.82866090894832,115.32429407526614,134.21362941815843,161.0260146872961,6226.846830262249,6137.41926074907,6130.909268516927,6124.399276284784,6129.828609806399,0.01735,0.01773,0.01881,0.02191,0.02627,Palm oil,1 kg palm oil,6.7,0.11624500000000001,0.118791,0.126027,0.14679699999999998,0.17600900000000003
BDI,BDI.10_1,OILP,108.01313191701372,108.82866090894832,115.32429407526614,134.21362941815843,161.0260146872961,6226.846830262249,6137.41926074907,6130.909268516927,6124.399276284784,6129.828609806399,0.01735,0.01773,0.01881,0.02191,0.02627,Magnesium stearate,1 kg magnesium stearate,6.7,0.11624500000000001,0.118791,0.126027,0.14679699999999998,0.17600900000000003
BDI,BDI.10_1,OILP,108.01313191701372,108.82866090894832,115.32429407526614,134.21362941815843,161.0260146872961,6226.846830262249,6137.41926074907,6130.909268516927,6124.399276284784,6129.828609806399,0.01735,0.01773,0.01881,0.02191,0.02627,Partially hydrogenated palm oil,1 kg partially hydrogenated palm oil,6.3,0.109305,0.11169899999999999,0.118503,0.138033,0.165501
BDI,BDI.10_1,OILP,108.01313191701372,108.82866090894832,115.32429407526614,134.21362941815843,161.0260146872961,6226.846830262249,6137.41926074907,6130.909268516927,6124.399276284784,6129.828609806399,0.01735,0.01773,0.01881,0.02191,0.02627,Partially hydrogenated palm kernel oil,1 kg partially hydrogenated palm kernel oil,6.2,0.10757000000000001,0.109926,0.116622,0.135842,0.16287400000000002
BDI,BDI.10_1,OILP,108.01313191701372,108.82866090894832,115.32429407526614,134.21362941815843,161.0260146872961,6226.846830262249,6137.41926074907,6130.909268516927,6124.399276284784,6129.828609806399,0.01735,0.01773,0.01881,0.02191,0.02627,Palm kernel oil,1 kg palm kernel oil,6.6,0.11451,0.11701799999999998,0.12414599999999999,0.14460599999999998,0.173382
BDI,BDI.11_1,OILP,166.056429097601,186.83557936011175,199.0857563305108,212.20378153858496,220.0919584989433,1871.1954989934732,1844.5434338638795,1842.509208467778,1840.6036440272812,1842.2173256944216,0.08874,0.1013,0.1081,0.1153,0.1195,Palm oil,1 kg palm oil,6.7,0.594558,0.67871,0.7242700000000001,0.77251,0.80065
BDI,BDI.11_1,OILP,166.056429097601,186.83557936011175,199.0857563305108,212.20378153858496,220.0919584989433,1871.1954989934732,1844.5434338638795,1842.509208467778,1840.6036440272812,1842.2173256944216,0.08874,0.1013,0.1081,0.1153,0.1195,Magnesium stearate,1 kg magnesium stearate,6.7,0.594558,0.67871,0.7242700000000001,0.77251,0.80065
BDI,BDI.11_1,OILP,166.056429097601,186.83557936011175,199.0857563305108,212.20378153858496,220.0919584989433,1871.1954989934732,1844.5434338638795,1842.509208467778,1840.6036440272812,1842.2173256944216,0.08874,0.1013,0.1081,0.1153,0.1195,Partially hydrogenated palm oil,1 kg partially hydrogenated palm oil,6.3,0.559062,0.63819,0.68103,0.72639,0.7528499999999999
BDI,BDI.11_1,OILP,166.056429097601,186.83557936011175,199.0857563305108,212.20378153858496,220.0919584989433,1871.1954989934732,1844.5434338638795,1842.509208467778,1840.6036440272812,1842.2173256944216,0.08874,0.1013,0.1081,0.1153,0.1195,Partially hydrogenated palm kernel oil,1 kg partially hydrogenated palm kernel oil,6.2,0.550188,0.6280600000000001,0.67022,0.71486,0.7409
BDI,BDI.11_1,OILP,166.056429097601,186.83557936011175,199.0857563305108,212.20378153858496,220.0919584989433,1871.1954989934732,1844.5434338638795,1842.509208467778,1840.6036440272812,1842.2173256944216,0.08874,0.1013,0.1081,0.1153,0.1195,Palm kernel oil,1 kg palm kernel oil,6.6,0.585684,0.66858,0.71346,0.76098,0.7887
BDI,BDI.12_1,OILP,0,0,0,0,0,11.90113231048336,11.730212844179984,11.717770546977745,11.7053282497755,11.715705125642184,0,0,0,0,0,Palm oil,1 kg palm oil,6.7,0,0,0,0,0
BDI,BDI.12_1,OILP,0,0,0,0,0,11.90113231048336,11.730212844179984,11.717770546977745,11.7053282497755,11.715705125642184,0,0,0,0,0,Magnesium stearate,1 kg magnesium stearate,6.7,0,0,0,0,0
BDI,BDI.12_1,OILP,0,0,0,0,0,11.90113231048336,11.730212844179984,11.717770546977745,11.7053282497755,11.715705125642184,0,0,0,0,0,Partially hydrogenated palm oil,1 kg partially hydrogenated palm oil,6.3,0,0,0,0,0
BDI,BDI.12_1,OILP,0,0,0,0,0,11.90113231048336,11.730212844179984,11.717770546977745,11.7053282497755,11.715705125642184,0,0,0,0,0,Partially hydrogenated palm kernel oil,1 kg partially hydrogenated palm kernel oil,6.2,0,0,0,0,0
BDI,BDI.12_1,OILP,0,0,0,0,0,11.90113231048336,11.730212844179984,11.717770546977745,11.7053282497755,11.715705125642184,0,0,0,0,0,Palm kernel oil,1 kg palm kernel oil,6.6,0,0,0,0,0
BDI,BDI.13_1,OILP,1.899766267475039,1.7775431295238433,1.6553199915726475,3.1343259175225793,2.9299884686020947,207.0528626542063,204.07924939975408,203.86278148842356,203.64631357709305,203.82684781514297,0.009175,0.00871,0.00812,0.01539,0.01437,Palm oil,1 kg palm oil,6.7,0.061472500000000006,0.058357000000000006,0.05440400000000001,0.103113,0.096279
BDI,BDI.13_1,OILP,1.899766267475039,1.7775431295238433,1.6553199915726475,3.1343259175225793,2.9299884686020947,207.0528626542063,204.07924939975408,203.86278148842356,203.64631357709305,203.82684781514297,0.009175,0.00871,0.00812,0.01539,0.01437,Magnesium stearate,1 kg magnesium stearate,6.7,0.061472500000000006,0.058357000000000006,0.05440400000000001,0.103113,0.096279
BDI,BDI.13_1,OILP,1.899766267475039,1.7775431295238433,1.6553199915726475,3.1343259175225793,2.9299884686020947,207.0528626542063,204.07924939975408,203.86278148842356,203.64631357709305,203.82684781514297,0.009175,0.00871,0.00812,0.01539,0.01437,Partially hydrogenated palm oil,1 kg partially hydrogenated palm oil,6.3,0.05780250000000001,0.054873000000000005,0.051156,0.09695699999999999,0.090531
BDI,BDI.13_1,OILP,1.899766267475039,1.7775431295238433,1.6553199915726475,3.1343259175225793,2.9299884686020947,207.0528626542063,204.07924939975408,203.86278148842356,203.64631357709305,203.82684781514297,0.009175,0.00871,0.00812,0.01539,0.01437,Partially hydrogenated palm kernel oil,1 kg partially hydrogenated palm kernel oil,6.2,0.056885000000000005,0.05400200000000001,0.05034400000000001,0.095418,0.089094
BDI,BDI.13_1,OILP,1.899766267475039,1.7775431295238433,1.6553199915726475,3.1343259175225793,2.9299884686020947,207.0528626542063,204.07924939975408,203.86278148842356,203.64631357709305,203.82684781514297,0.009175,0.00871,0.00812,0.01539,0.01437,Palm kernel oil,1 kg palm kernel oil,6.6,0.060555000000000005,0.057486,0.053592,0.10157399999999998,0.094842
BDI,BDI.14_1,OILP,28.755412151918023,35.97145261605922,38.60052440864504,41.83519730525914,45.241475916068595,171.91317010122563,169.44421954108944,169.26448918438257,169.08475882767567,169.2346539451694,0.1673,0.2123,0.228,0.2474,0.2673,Palm oil,1 kg palm oil,6.7,1.12091,1.42241,1.5276,1.65758,1.79091
BDI,BDI.14_1,OILP,28.755412151918023,35.97145261605922,38.60052440864504,41.83519730525914,45.241475916068595,171.91317010122563,169.44421954108944,169.26448918438257,169.08475882767567,169.2346539451694,0.1673,0.2123,0.228,0.2474,0.2673,Magnesium stearate,1 kg magnesium stearate,6.7,1.12091,1.42241,1.5276,1.65758,1.79091
BDI,BDI.14_1,OILP,28.755412151918023,35.97145261605922,38.60052440864504,41.83519730525914,45.241475916068595,171.91317010122563,169.44421954108944,169.26448918438257,169.08475882767567,169.2346539451694,0.1673,0.2123,0.228,0.2474,0.2673,Partially hydrogenated palm oil,1 kg partially hydrogenated palm oil,6.3,1.05399,1.3374899999999998,1.4364000000000001,1.5586200000000001,1.6839899999999999
BDI,BDI.14_1,OILP,28.755412151918023,35.97145261605922,38.60052440864504,41.83519730525914,45.241475916068595,171.91317010122563,169.44421954108944,169.26448918438257,169.08475882767567,169.2346539451694,0.1673,0.2123,0.228,0.2474,0.2673,Partially hydrogenated palm kernel oil,1 kg partially hydrogenated palm kernel oil,6.2,1.03726,1.31626,1.4136000000000002,1.5338800000000001,1.65726
BDI,BDI.14_1,OILP,28.755412151918023,35.97145261605922,38.60052440864504,41.83519730525914,45.241475916068595,171.91317010122563,169.44421954108944,169.26448918438257,169.08475882767567,169.2346539451694,0.1673,0.2123,0.228,0.2474,0.2673,Palm kernel oil,1 kg palm kernel oil,6.6,1.10418,1.4011799999999999,1.5048,1.63284,1.7641799999999999
BDI,BDI.15_1,OILP,0,0,0,0,0,13.292784832215768,13.101878989819024,13.08798175926877,13.074084528718515,13.085674818997443,0,0,0,0,0,Palm oil,1 kg palm oil,6.7,0,0,0,0,0
BDI,BDI.15_1,OILP,0,0,0,0,0,13.292784832215768,13.101878989819024,13.08798175926877,13.074084528718515,13.085674818997443,0,0,0,0,0,Magnesium stearate,1 kg magnesium stearate,6.7,0,0,0,0,0
BDI,BDI.15_1,OILP,0,0,0,0,0,13.292784832215768,13.101878989819024,13.08798175926877,13.074084528718515,13.085674818997443,0,0,0,0,0,Partially hydrogenated palm oil,1 kg partially hydrogenated palm oil,6.3,0,0,0,0,0
BDI,BDI.15_1,OILP,0,0,0,0,0,13.292784832215768,13.101878989819024,13.08798175926877,13.074084528718515,13.085674818997443,0,0,0,0,0,Partially hydrogenated palm kernel oil,1 kg partially hydrogenated palm kernel oil,6.2,0,0,0,0,0
BDI,BDI.15_1,OILP,0,0,0,0,0,13.292784832215768,13.101878989819024,13.08798175926877,13.074084528718515,13.085674818997443,0,0,0,0,0,Palm kernel oil,1 kg palm kernel oil,6.6,0,0,0,0,0
BDI,BDI.16_1,OILP,119.96918553602924,132.89222528652658,134.73767701180645,156.13874060885988,172.29140243486705,3244.8811491811534,3198.546972393976,3195.060316181329,3191.72919645168,3194.5368966072283,0.03697,0.04155,0.04217,0.04892,0.05393,Palm oil,1 kg palm oil,6.7,0.24769900000000003,0.278385,0.282539,0.327764,0.361331
BDI,BDI.16_1,OILP,119.96918553602924,132.89222528652658,134.73767701180645,156.13874060885988,172.29140243486705,3244.8811491811534,3198.546972393976,3195.060316181329,3191.72919645168,3194.5368966072283,0.03697,0.04155,0.04217,0.04892,0.05393,Magnesium stearate,1 kg magnesium stearate,6.7,0.24769900000000003,0.278385,0.282539,0.327764,0.361331
BDI,BDI.16_1,OILP,119.96918553602924,132.89222528652658,134.73767701180645,156.13874060885988,172.29140243486705,3244.8811491811534,3198.546972393976,3195.060316181329,3191.72919645168,3194.5368966072283,0.03697,0.04155,0.04217,0.04892,0.05393,Partially hydrogenated palm oil,1 kg partially hydrogenated palm oil,6.3,0.232911,0.26176499999999997,0.265671,0.30819599999999997,0.339759
BDI,BDI.16_1,OILP,119.96918553602924,132.89222528652658,134.73767701180645,156.13874060885988,172.29140243486705,3244.8811491811534,3198.546972393976,3195.060316181329,3191.72919645168,3194.5368966072283,0.03697,0.04155,0.04217,0.04892,0.05393,Partially hydrogenated palm kernel oil,1 kg partially hydrogenated palm kernel oil,6.2,0.22921400000000003,0.25761,0.261454,0.303304,0.334366
BDI,BDI.16_1,OILP,119.96918553602924,132.89222528652658,134.73767701180645,156.13874060885988,172.29140243486705,3244.8811491811534,3198.546972393976,3195.060316181329,3191.72919645168,3194.5368966072283,0.03697,0.04155,0.04217,0.04892,0.05393,Palm kernel oil,1 kg palm kernel oil,6.6,0.244002,0.27423,0.27832199999999996,0.322872,0.355938
BDI,BDI.17_1,OILP,497.05759256831095,531.7247978474808,566.8724289728766,649.1373112912133,775.6990816467903,8677.835085404273,8553.323065700517,8544.209889459738,8535.16397104276,8542.721043554177,0.05728,0.06217,0.06635,0.07605,0.0908,Palm oil,1 kg palm oil,6.7,0.383776,0.41653900000000005,0.4445450000000001,0.5095350000000001,0.60836
BDI,BDI.17_1,OILP,497.05759256831095,531.7247978474808,566.8724289728766,649.1373112912133,775.6990816467903,8677.835085404273,8553.323065700517,8544.209889459738,8535.16397104276,8542.721043554177,0.05728,0.06217,0.06635,0.07605,0.0908,Magnesium stearate,1 kg magnesium stearate,6.7,0.383776,0.41653900000000005,0.4445450000000001,0.5095350000000001,0.60836
BDI,BDI.17_1,OILP,497.05759256831095,531.7247978474808,566.8724289728766,649.1373112912133,775.6990816467903,8677.835085404273,8553.323065700517,8544.209889459738,8535.16397104276,8542.721043554177,0.05728,0.06217,0.06635,0.07605,0.0908,Partially hydrogenated palm oil,1 kg partially hydrogenated palm oil,6.3,0.36086399999999996,0.391671,0.418005,0.479115,0.57204
BDI,BDI.17_1,OILP,497.05759256831095,531.7247978474808,566.8724289728766,649.1373112912133,775.6990816467903,8677.835085404273,8553.323065700517,8544.209889459738,8535.16397104276,8542.721043554177,0.05728,0.06217,0.06635,0.07605,0.0908,Partially hydrogenated palm kernel oil,1 kg partially hydrogenated palm kernel oil,6.2,0.355136,0.385454,0.41137000000000007,0.47151000000000004,0.56296
BDI,BDI.17_1,OILP,497.05759256831095,531.7247978474808,566.8724289728766,649.1373112912133,775.6990816467903,8677.835085404273,8553.323065700517,8544.209889459738,8535.16397104276,8542.721043554177,0.05728,0.06217,0.06635,0.07605,0.0908,Palm kernel oil,1 kg palm kernel oil,6.6,0.37804799999999994,0.410322,0.43791,0.50193,0.59928
BDI,BDI.1_1,OILP,536.9860007299757,533.8181871014654,508.2429645932665,464.7557258384596,451.53723406577143,5828.35097619263,5744.646450245792,5738.553074157461,5732.45969806913,5737.541573726806,0.09213,0.09292,0.08857,0.08107,0.0787,Palm oil,1 kg palm oil,6.7,0.617271,0.622564,0.593419,0.543169,0.52729
BDI,BDI.1_1,OILP,536.9860007299757,533.8181871014654,508.2429645932665,464.7557258384596,451.53723406577143,5828.35097619263,5744.646450245792,5738.553074157461,5732.45969806913,5737.541573726806,0.09213,0.09292,0.08857,0.08107,0.0787,Magnesium stearate,1 kg magnesium stearate,6.7,0.617271,0.622564,0.593419,0.543169,0.52729
BDI,BDI.1_1,OILP,536.9860007299757,533.8181871014654,508.2429645932665,464.7557258384596,451.53723406577143,5828.35097619263,5744.646450245792,5738.553074157461,5732.45969806913,5737.541573726806,0.09213,0.09292,0.08857,0.08107,0.0787,Partially hydrogenated palm oil,1 kg partially hydrogenated palm oil,6.3,0.580419,0.585396,0.5579909999999999,0.510741,0.49581000000000003
BDI,BDI.1_1,OILP,536.9860007299757,533.8181871014654,508.2429645932665,464.7557258384596,451.53723406577143,5828.35097619263,5744.646450245792,5738.553074157461,5732.45969806913,5737.541573726806,0.09213,0.09292,0.08857,0.08107,0.0787,Partially hydrogenated palm kernel oil,1 kg partially hydrogenated palm kernel oil,6.2,0.571206,0.5761040000000001,0.549134,0.502634,0.48794000000000004
BDI,BDI.1_1,OILP,536.9860007299757,533.8181871014654,508.2429645932665,464.7557258384596,451.53723406577143,5828.35097619263,5744.646450245792,5738.553074157461,5732.45969806913,5737.541573726806,0.09213,0.09292,0.08857,0.08107,0.0787,Palm kernel oil,1 kg palm kernel oil,6.6,0.608058,0.613272,0.5845619999999999,0.535062,0.51942
